Gene	fit_value	Predicted_Proximal_APA	Loci	209_1_CP	209_1_VZ	209_2_CP	209_2_VZ	209_3_CP	209_3_VZ	209_4_CP	209_4_VZ	334_1_CP	334_1_VZ	334_2_CP	334_2_VZ	334_3_CP	334_3_VZ	334_4_CP	334_4_VZ	336_1_CP	336_1_VZ	336_2_CP	336_2_VZ	336_3_CP	336_3_VZ	336_4_CP	336_4_VZ
NM_002355.4|M6PR|chr12|-	2.1	9094385	chr12:9094063-9094536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR_033399.1|DDX12P|chr12|-	0.6	9571144	chr12:9570287-9571295	NA	1	NA	1	NA	0.95	NA	0.85	NA	0.86	NA	0.94	NA	0.96	NA	0.91	NA	0.97	NA	1	NA	0.93	NA	1
NR_046450.1|LOC374443|chr12|+	0.5	9809752	chr12:9809517-9811011	0.8	0.78	0.69	0.93	0.45	0.69	0.79	0.49	0.82	0.66	0.61	0.66	0.67	0.64	0.65	0.71	0.63	0.5	0.5	0.43	0.56	0.61	0.72	0.46
NM_001363598.2|GABARAPL1|chr12|+	664.6	10373190	chr12:10373039-10373581	0.24	0.47	0.17	0.69	0.24	NA	0.18	0.37	0.28	0.39	0.19	0.37	0.18	0.27	0.21	0.39	0.16	0.43	0.13	0.32	0.09	0.44	0.14	0.26
NM_031412.4|GABARAPL1|chr12|+	5.3	10375367	chr12:10374386-10375727	0.98	0.96	0.97	0.94	0.96	NA	0.95	0.97	0.99	0.97	0.96	0.92	0.96	0.98	0.97	0.94	0.95	0.99	0.94	0.94	0.98	0.99	0.95	1
NM_001300739.2|MAGOHB|chr12|-	1	10758612	chr12:10756789-10758973	0.43	0.51	0.24	0.24	0.28	NA	0.3	0.38	0.34	NA	0.33	0.25	0.21	0.3	0.17	0.37	0.33	0.36	0.42	0.42	0.52	0.42	0.41	0.48
NM_018048.5|MAGOHB|chr12|-	1	10758612	chr12:10756792-10758973	0.43	0.51	0.24	0.24	0.28	NA	0.3	0.38	0.34	NA	0.33	0.25	0.21	0.3	0.17	0.37	0.33	0.36	0.42	0.42	0.52	0.42	0.41	0.48
NM_001271592.2|SMIM10L1|chr12|+	152.4	11325353	chr12:11323793-11328615	0.23	0.29	0.21	0.15	0.16	0.19	0.23	0.21	0.24	0.24	0.22	0.14	0.19	0.15	0.28	0.14	0.14	0.21	0.14	0.18	0.23	0.13	0.09	0.12
NM_018050.4|MANSC1|chr12|-	0.7	12482198	chr12:12478990-12483892	0	NA	0	0	0.03	NA	0	NA	0.03	0	0.03	0	0	0	0	0	0	0	0	0	0.01	0	0	0
NM_001310.4|CREBL2|chr12|+	11.3	12797246	chr12:12794928-12798042	0.21	0.36	0.36	0.33	0.36	0.3	0.43	0.34	0.39	0.18	0.32	0.22	0.3	0.14	0.3	0.24	0.19	0.32	0.29	0.23	0.26	0.2	0.24	0.23
NM_004064.5|CDKN1B|chr12|+	11.2	12874121	chr12:12873970-12875303	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001130415.2|APOLD1|chr12|+	12.4	12939994	chr12:12939843-12944400	1	1	NA	1	NA	1	NA	1	1	1	NA	1	1	1	1	1	NA	1	NA	NA	NA	NA	NA	1
NM_020853.2|FAM234B|chr12|+	14.4	13233870	chr12:13233559-13236383	0.98	0.94	1	NA	1	NA	1	NA	1	0.82	1	0.84	0.95	1	0.87	0.92	0.97	1	0.95	NA	0.73	NA	1	0.77
NR_027716.2|H2AJ|chr12|+	0.3	14929580	chr12:14928225-14930936	0.91	NA	1	NA	0.92	NA	0.95	NA	0.96	NA	0.96	NA	0.94	NA	0.92	NA	0.97	NA	0.98	NA	0.95	NA	1	NA
NM_177925.4|H2AJ|chr12|+	5.8	14927490	chr12:14927339-14930936	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	0.98	NA	NA	NA	1	NA	0.96	NA	1	NA	1	NA
NM_007178.4|STRAP|chr12|+	1.7	16056183	chr12:16055851-16056412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99	1	1	1	1	1
NM_001243611.1|LMO3|chr12|-	1695.6	16702380	chr12:16701306-16704261	1	0.98	1	0.99	1	0.98	1	0.99	0.99	0.96	0.99	0.94	0.99	0.95	0.99	0.96	0.98	0.98	0.96	0.92	0.96	0.97	0.97	0.97
NM_001145945.2|SLCO1C1|chr12|+	0.7	20905528	chr12:20905240-20906320	NA	0.98	NA	0.98	NA	1	NA	0.94	NA	0.86	NA	0.92	NA	0.89	NA	0.93	NA	0.95	NA	0.9	NA	0.97	NA	0.97
NM_001350913.2|PYROXD1|chr12|+	0.8	21621591	chr12:21621440-21621844	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_016072.5|GOLT1B|chr12|+	8.1	21668754	chr12:21668603-21671342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001174097.3|LDHB|chr12|-	1.3	21788367	chr12:21788276-21788643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_018686.6|CMAS|chr12|+	0.6	22218237	chr12:22218055-22218602	0.99	0.97	0.99	0.97	1	1	0.99	0.98	1	0.93	0.99	0.95	0.99	0.97	1	0.95	0.97	0.99	0.98	0.99	0.95	0.97	0.96	0.99
NM_001001660.3|ETFRF1|chr12|+	0.9	25357176	chr12:25357025-25358077	1	1	1	1	1	1	1	0.97	1	1	1	0.97	1	1	1	1	NA	1	1	1	NA	0.99	1	1
NM_033360.4|KRAS|chr12|-	107.9	25362126	chr12:25358180-25362845	1	1	0.68	1	1	1	0.76	0.88	0.85	0.41	0.5	0.24	0.51	0.23	0.56	0.23	0.55	0.82	0.3	0.49	0.27	0.39	0.41	0.73
NM_018164.3|INTS13|chr12|-	0.4	27058227	chr12:27058114-27058469	0.99	1	0.98	1	0.98	1	0.97	0.95	0.93	0.97	0.98	0.97	0.98	0.98	0.93	0.97	0.93	0.98	0.99	0.98	0.99	0.95	0.97	0.98
NM_001171888.2|FGFR1OP2|chr12|+	65.8	27113599	chr12:27113448-27113684	0.44	0.3	0.47	0.15	NA	0.43	0.53	0.37	NA	0.24	0.1	0.27	NA	0.32	0.31	0.13	NA	0.19	NA	0.36	NA	0.2	NA	0.25
NM_001171887.2|FGFR1OP2|chr12|+	10.8	27118594	chr12:27117529-27119581	0.75	0.57	0.8	0.76	0.81	0.78	0.8	0.66	0.88	0.62	0.69	0.63	0.73	0.51	0.7	0.61	0.53	0.57	0.54	0.55	0.52	0.47	0.52	0.6
NM_001271811.2|MED21|chr12|+	3.8	27182680	chr12:27181218-27183606	0.32	0.43	0.31	0.49	0.35	0.45	0.33	0.31	0.36	0.34	0.25	0.34	0.24	0.35	0.3	0.34	0.28	0.44	0.22	0.25	0.21	0.24	0.26	0.39
NM_015000.4|STK38L|chr12|+	4	27478020	chr12:27475261-27478892	0.29	0.24	0.32	0.22	0.33	0.26	0.26	0.23	0.33	0.16	0.26	0.23	0.28	0.37	0.3	0.16	0.41	0.36	0.34	0.23	0.26	0.19	0.13	0.2
NM_001190864.2|MRPS35|chr12|+	0.5	27908308	chr12:27908114-27909228	1	1	1	0.94	1	1	0.99	1	0.98	0.99	1	0.97	0.97	0.97	1	0.96	0.97	0.98	0.96	0.96	0.95	0.99	0.98	0.99
NM_020782.2|KLHL42|chr12|+	13.4	27953641	chr12:27950648-27955973	0.21	0.12	0.38	0.42	0.55	0.2	0.59	0.18	0.49	0.39	0.44	0.56	0.38	0.68	0.49	0.46	0.66	0.42	NA	0.42	NA	0.48	0.62	0.51
NR_148936.1|LOC729291|chr12|-	37.3	28343388	chr12:28338558-28343671	0.05	NA	NA	0.17	NA	0.09	0.06	0.07	NA	0.06	NA	0.07	NA	NA	NA	0.05	0.08	0.04	NA	NA	NA	NA	0.11	0.13
NM_001385518.1|CAPRIN2|chr12|-	131.5	30863329	chr12:30862487-30863480	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1
NM_001385516.1|CAPRIN2|chr12|-	47.4	30863297	chr12:30862487-30863448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001002259.3|CAPRIN2|chr12|-	0.4	30863253	chr12:30862487-30863404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001257145.2|DDX11|chr12|+	0.5	31256892	chr12:31256741-31257733	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001384131.1|FGD4|chr12|+	0.3	32735401	chr12:32734894-32735889	0.06	0.09	0	0.03	0.06	0	0.02	0.08	0.03	0.04	0.04	0.03	0	0.03	0.02	0.06	0.06	0	0.03	0.19	0.03	0.05	0.03	0
NM_005690.5|DNM1L|chr12|+	793.3	32897647	chr12:32896288-32898584	0.58	0.5	0.48	0.49	0.54	0.47	0.48	0.53	0.6	0.35	0.48	0.39	0.5	0.37	0.56	0.34	0.51	0.54	0.47	0.47	0.45	0.49	0.49	0.48
NM_001040436.3|YARS2|chr12|-	4.5	32899962	chr12:32899478-32900297	0.72	NA	0.62	NA	0.65	0.42	0.88	0.37	0.62	0.38	0.46	0.28	0.58	0.29	0.61	0.28	0.57	0.55	0.4	0.56	0.43	0.62	0.4	0.64
NM_173601.2|GXYLT1|chr12|-	7.4	42478127	chr12:42475647-42481749	0.24	0.27	0.32	0.25	0.11	0.21	NA	0.34	NA	0.32	NA	0.66	NA	0.47	NA	0.41	NA	0.28	NA	0.59	NA	0.34	0.12	0.49
NM_001098615.2|PUS7L|chr12|-	3	44122413	chr12:44112795-44124505	0.09	NA	0.15	NA	0.12	0.19	0.2	NA	0.08	0.03	0.08	0.03	0.14	NA	0.12	0.07	0.15	0.1	0.05	0.05	NA	0.08	0.05	0.07
NM_001242397.2|TWF1|chr12|-	6.3	44188651	chr12:44187526-44189558	0.99	1	1	1	1	0.98	1	1	0.99	0.96	1	0.98	1	0.99	1	0.97	0.97	0.99	1	0.97	0.96	1	1	1
NM_004719.3|SCAF11|chr12|-	6.4	46314782	chr12:46312914-46315977	0.53	0.62	0.99	0.63	NA	0.67	NA	0.54	NA	0.63	NA	0.9	0.79	1	NA	0.47	NA	0.48	NA	0.52	NA	0.62	NA	0.61
NM_018976.5|SLC38A2|chr12|-	369.2	46754841	chr12:46751971-46754992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_024604.3|RPAP3|chr12|-	27.6	48057097	chr12:48055032-48057373	0.5	0.44	0.45	0.37	0.5	0.29	0.43	0.54	0.71	0.28	0.48	0.17	0.58	0.19	0.56	0.23	0.41	0.39	0.32	0.34	0.25	0.26	0.27	0.34
NM_017842.3|SLC48A1|chr12|+	1.2	48175452	chr12:48173928-48176505	0.82	0.67	0.81	0.41	0.84	NA	0.79	0.55	0.71	0.44	0.49	0.42	0.42	0.24	0.61	0.34	0.56	0.46	0.28	0.45	0.62	0.28	0.39	0.44
NM_001368046.1|HDAC7|chr12|-	0.7	48177475	chr12:48176534-48177669	1	1	1	1	0.99	1	1	0.98	1	1	1	1	0.9	0.98	0.98	1	1	1	1	1	1	1	1	0.99
NM_001143841.2|TMEM106C|chr12|+	0.4	48362269	chr12:48361916-48362661	0.95	0.97	0.96	0.97	0.96	0.96	0.96	0.94	0.97	0.95	0.95	0.92	0.96	0.99	0.96	0.96	0.95	0.95	0.93	0.97	0.93	0.99	0.95	0.92
NM_001354747.2|PFKM|chr12|+	21.9	48539887	chr12:48539347-48540187	0.03	0.03	0.04	0.04	0.03	0.03	0.02	0.04	0.03	0.01	0.03	0.01	0.01	0	0.04	0.01	0.02	0.02	0.01	0.03	0.02	0.03	0.02	0.01
NM_001319296.2|ASB8|chr12|-	6.5	48542465	chr12:48541572-48543781	0.4	0.18	0.26	0.2	0.29	0.07	0.33	NA	0.41	0.36	0.35	0.21	0.5	0.3	0.42	0.35	0.32	0.2	0.32	0.33	0.27	0.19	0.27	0.22
NM_001013635.4|CCDC184|chr12|+	42.1	48577578	chr12:48577427-48579709	1	NA	1	NA	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_152320.3|ZNF641|chr12|-	12	48733910	chr12:48730963-48737510	0.51	NA	0.45	NA	0.38	NA	0.22	0.1	NA	NA	0.41	NA	0.23	NA	0.43	0.2	0.23	0.21	NA	NA	NA	NA	0.25	0.39
NM_017822.4|KANSL2|chr12|-	62.1	49047226	chr12:49046994-49047958	0.42	0.53	0.46	0.6	0.47	0.57	0.46	0.57	0.51	0.47	0.48	0.49	0.49	0.45	0.5	0.51	0.47	0.58	0.46	0.63	0.43	0.62	0.47	0.56
NM_001240.4|CCNT1|chr12|-	61	49086817	chr12:49082241-49088219	0.58	0.86	0.41	0.38	0.51	0.65	0.53	0.51	0.46	0.34	0.37	0.55	0.28	0.37	0.43	0.33	0.58	0.38	0.23	0.43	0.3	0.3	0.41	0.53
NM_015270.5|ADCY6|chr12|-	6.9	49162348	chr12:49159977-49162499	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1
NM_001206917.2|CACNB3|chr12|+	2.7	49221519	chr12:49221368-49222724	1	0.99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_004818.3|DDX23|chr12|-	1	49224324	chr12:49223539-49224475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_014470.4|RND1|chr12|-	0.2	49251873	chr12:49250928-49252024	1	NA	1	NA	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1
NM_001659.3|ARF3|chr12|-	125	49332740	chr12:49329506-49332891	1	1	1	1	1	1	1	0.98	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001206710.2|PRKAG1|chr12|-	0.3	49396471	chr12:49396057-49396789	1	1	1	1	1	1	1	1	1	0.98	1	0.99	1	1	1	1	1	1	1	0.97	0.99	1	1	1
NM_001300750.2|LMBR1L|chr12|-	1.1	49491371	chr12:49490922-49491522	0.99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_006082.3|TUBA1B|chr12|-	71.6	49522570	chr12:49521565-49522721	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001270399.2|TUBA1A|chr12|-	36557.5	49579622	chr12:49578578-49579773	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001303114.1|TUBA1C|chr12|+	1.3	49666187	chr12:49666036-49667121	1	1	0.99	1	1	NA	1	1	1	1	1	1	1	1	0.98	1	0.99	0.99	1	1	1	1	1	1
NM_001303117.2|TUBA1C|chr12|+	1.7	49667114	chr12:49666036-49668383	0	0	0.01	0	0	NA	0	0	0.01	0	0.02	0	0.02	0	0	0.01	0	0	0	0	0.02	0.01	0	0
NM_006337.5|MCRS1|chr12|-	0.2	49952361	chr12:49952120-49952512	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99	1	1	1	1	1
NM_001012300.1|MCRS1|chr12|-	0.2	49952361	chr12:49952120-49952512	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99	1	1	1	1	1
NM_003217.3|TMBIM6|chr12|+	69.5	50156807	chr12:50156656-50158717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_181708.3|BCDIN3D|chr12|-	5.5	50231591	chr12:50229826-50232205	NA	NA	NA	NA	0.2	NA	0.16	NA	NA	NA	NA	0.12	NA	0.11	NA	0.1	0.12	NA	0.3	0.35	0.26	0.15	0.34	0.33
NM_012306.4|FAIM2|chr12|-	13.9	50264182	chr12:50260679-50264436	1	0.93	1	0.95	1	1	1	0.97	1	1	0.96	0.93	0.93	0.79	0.94	0.89	0.98	0.97	0.8	0.74	0.91	0.97	0.94	1
NM_001126104.3|RACGAP1|chr12|-	4.8	50383975	chr12:50382945-50384126	1	1	1	1	0.99	1	0.99	1	1	1	1	1	1	1	1	1	1	0.99	0.98	1	1	1	1	1
NM_001256830.1|ASIC1|chr12|+	2.9	50475479	chr12:50475328-50477405	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99	1	NA	1	1	1	1
NM_139071.3|SMARCD1|chr12|+	18.6	50493348	chr12:50492730-50494490	1	0.98	0.99	0.98	0.99	0.98	0.99	0.99	0.98	0.99	0.98	0.99	1	1	1	1	0.99	0.99	1	1	1	0.99	1	0.98
NM_001257199.2|GPD1|chr12|+	0.2	50503865	chr12:50503206-50505096	0.66	0.8	NA	0.57	0.85	0.79	0.83	0.83	NA	0.73	0.87	0.78	NA	0.59	NA	0.67	0.69	0.73	NA	0.76	NA	0.66	NA	0.68
NM_001331069.3|CERS5|chr12|-	150	50523581	chr12:50523072-50524477	0.02	0.03	0.03	0.05	0.02	0.05	0.01	0.02	0.01	0.02	0.01	0.04	0.03	0.05	0.03	0.03	0.02	0.04	0.02	0.02	0.02	0.04	0.01	0.02
NM_001352326.2|LARP4|chr12|+	25.4	50848248	chr12:50848097-50850211	0.19	0.14	0.13	0.1	0.4	0.32	0.19	0.17	0.1	0.08	0.03	0.12	0.12	0.18	0.08	0.1	0.13	0.13	0.09	0.14	0.08	0.22	0.09	0.25
NM_001170804.2|LARP4|chr12|+	0.1	50855130	chr12:50854918-50855275	0.03	0	0.11	0.07	0.09	0.07	0	0	0.06	0.05	0.09	0.02	0.03	0.09	0.03	0.04	0	0.03	0.06	0	0	0.05	0	0.04
NM_005171.5|ATF1|chr12|+	0.8	51214326	chr12:51213418-51214945	0.91	0.85	0.65	0.82	0.73	0.93	0.79	0.87	0.82	0.7	0.87	0.73	0.69	0.61	0.7	0.62	0.75	0.82	0.85	0.8	0.66	0.84	0.64	0.78
NM_014033.4|METTL7A|chr12|+	43.3	51324107	chr12:51323697-51326291	NA	NA	NA	0.47	NA	NA	NA	0.54	NA	0.49	NA	0.45	NA	0.47	NA	0.36	NA	0.58	NA	0.5	NA	0.71	NA	0.57
NR_147098.1|LETMD1|chr12|+	0.3	51453295	chr12:51453144-51454207	1	1	1	NA	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR_147112.2|LETMD1|chr12|+	0.3	51453298	chr12:51453147-51454207	1	1	1	NA	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_030809.3|CSRNP2|chr12|-	127.7	51458301	chr12:51454988-51458452	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001330422.2|POU6F1|chr12|-	6.1	51582965	chr12:51580719-51584375	0.69	0.96	0.76	NA	0.81	1	0.62	1	0.8	0.48	0.63	0.52	0.64	0.49	0.52	0.67	0.5	0.64	0.62	0.3	0.49	0.46	0.69	0.82
NM_001368008.1|POU6F1|chr12|-	1.4	51597955	chr12:51595467-51598151	0.17	0.42	0.12	NA	0.12	0.64	0.24	0.42	0.11	0.23	0.07	0.41	0.23	0.57	0.16	0.49	0.12	0.32	0.12	0.34	0.04	0.26	0.28	0.34
NM_001136268.2|DAZAP2|chr12|+	4.1	51636265	chr12:51636114-51637717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99	1	1	1	1	1	1	1
NM_001267615.2|SLC4A8|chr12|+	468.3	51868277	chr12:51868126-51868361	0.02	0.04	0.02	0.06	0.02	0.1	0	0.05	0	0.02	0.04	0.1	0.02	0.29	0.02	0.21	0.05	0.08	0.06	0.1	0.04	0.04	0.07	0.17
NM_001258403.2|SLC4A8|chr12|+	0.3	51874165	chr12:51873776-51874391	0.94	0.67	0.95	NA	0.84	NA	0.98	NA	0.79	0.9	1	0.91	0.84	1	1	0.92	1	0.92	1	0.87	1	1	0.74	0.76
NM_000020.3|ACVRL1|chr12|+	0.8	52314852	chr12:52314543-52317145	0.89	NA	NA	NA	NA	NA	NA	NA	NA	0.99	1	NA	0.87	NA	NA	0.96	0.87	0.86	NA	NA	NA	NA	0.81	NA
NM_004302.5|ACVR1B|chr12|+	49.3	52389473	chr12:52387769-52390862	0.66	0.52	0.61	0.59	0.57	0.55	0.63	0.56	0.67	0.53	0.58	0.45	0.59	0.47	0.63	0.48	0.64	0.78	0.62	0.77	0.62	0.83	0.57	0.76
NM_001098673.2|ATG101|chr12|+	0.2	52470721	chr12:52470570-52471279	NA	NA	1	NA	NA	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	0.99	1	1	1	1
NM_001330654.2|EIF4B|chr12|+	46.3	53434112	chr12:53433927-53435999	1	1	1	1	1	1	1	1	0.99	0.94	0.99	0.94	1	0.92	1	0.97	0.95	0.99	0.93	0.99	0.94	0.98	0.94	0.98
NM_198316.2|TNS2|chr12|+	0.1	53457679	chr12:53457528-53458100	1	NA	1	NA	1	NA	1	NA	1	1	1	NA	1	1	1	1	1	NA	NA	NA	1	NA	1	NA
NM_015319.2|TNS2|chr12|+	0.1	53457679	chr12:53457528-53458100	1	NA	1	NA	1	NA	1	NA	1	1	1	NA	1	1	1	1	1	NA	NA	NA	1	NA	1	NA
NM_032840.3|SPRYD3|chr12|-	3.3	53459192	chr12:53458163-53459750	1	1	0.97	0.98	0.97	0.95	1	0.97	0.99	1	1	0.99	1	1	0.98	1	1	1	1	1	1	0.98	1	0.98
NM_001244706.2|CSAD|chr12|-	4.4	53552317	chr12:53551447-53552468	1	1	1	NA	1	NA	1	1	NA	NA	NA	0.85	NA	1	NA	0.98	1	1	0.93	NA	0.79	NA	0.82	1
NM_001004304.4|ZNF740|chr12|+	1.7	53583006	chr12:53581285-53585107	0.87	0.84	0.78	0.77	1	0.76	0.96	0.95	0.9	0.89	0.81	0.86	0.82	0.95	0.81	0.77	0.85	0.97	0.89	0.91	0.79	0.83	0.89	0.82
NM_001170790.2|MFSD5|chr12|+	0.2	53646753	chr12:53646602-53648190	1	NA	1	NA	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_012291.5|ESPL1|chr12|+	0.1	53687317	chr12:53687057-53687422	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1
NM_021640.4|MYG1|chr12|+	0	53700901	chr12:53700750-53700961	NA	NA	NA	NA	1	NA	1	NA	NA	0.96	1	1	1	1	1	1	1	0.95	1	1	1	0.99	1	1
NM_015665.6|AAAS|chr12|-	0.4	53701346	chr12:53701244-53701497	1	0.99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99	1	1	0.98	0.99	0.99	1
NM_001005354.3|PRR13|chr12|+	0	53840116	chr12:53839799-53840422	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	0.97	1	1	1	0.85	1	1	NA	1	0.93	0.94
NM_004178.5|TARBP2|chr12|+	0.1	53899926	chr12:53899775-53900215	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NM_001330269.2|ATP5MC2|chr12|-	0	54059061	chr12:54058954-54059212	1	1	1	NA	1	NA	1	NA	NA	NA	1	0.98	1	1	1	1	NA	NA	1	0.96	1	1	0.97	1
NM_020898.3|CALCOCO1|chr12|-	74.3	54104903	chr12:54102301-54105905	0.02	0.02	0.03	0.03	0.02	0.04	0.03	0.03	0.03	0.01	0	0.01	0.01	0.02	0.01	0.02	0.02	0.01	0.01	0.02	0.02	0.01	0.02	0
NM_001351254.2|SMUG1|chr12|-	2.1	54575255	chr12:54574150-54576407	0.78	0.77	0.67	0.56	0.72	0.66	0.66	0.63	0.68	0.7	0.56	0.52	0.61	0.57	0.7	0.59	0.7	0.68	0.48	0.55	0.58	0.3	0.58	0.54
NM_001243790.2|SMUG1|chr12|-	5.8	54575253	chr12:54574150-54575431	0.75	0.77	0.67	0.55	0.7	0.64	0.63	0.61	0.65	0.68	0.56	0.5	0.58	0.57	0.68	0.56	0.67	0.63	0.46	0.54	0.57	0.29	0.56	0.52
NM_001351261.2|SMUG1|chr12|-	0.3	54575688	chr12:54575237-54575954	1	1	1	1	1	1	1	1	1	1	0.99	0.99	1	0.97	0.99	1	1	1	1	1	1	1	0.98	0.99
NM_001127322.1|CBX5|chr12|-	1562	54634282	chr12:54624730-54635689	0.45	0.54	0.43	0.57	0.38	0.56	0.48	0.54	0.26	0.32	0.35	0.33	0.37	0.38	0.36	0.32	0.3	0.34	0.33	0.42	0.35	0.4	0.34	0.37
NM_002136.4|HNRNPA1|chr12|+	2273.9	54679027	chr12:54678333-54680871	0.08	0.11	0.07	0.11	0.08	0.07	0.06	0.08	0.11	0.1	0.07	0.05	0.07	0.03	0.07	0.05	0.07	0.04	0.03	0.04	0.04	0.03	0.04	0.04
NM_001271734.2|COPZ1|chr12|+	1.1	54744655	chr12:54744260-54745630	0.99	1	0.96	1	0.97	0.97	1	1	0.96	0.95	0.98	0.96	0.96	0.98	1	0.97	0.96	0.96	0.99	0.97	0.97	0.97	1	0.99
NM_015481.3|ZNF385A|chr12|-	0.2	54764017	chr12:54762920-54764270	0.89	NA	NA	NA	0.79	NA	NA	NA	1	1	1	0.96	1	0.99	1	0.88	NA	1	NA	0.95	NA	1	NA	0.93
NM_002205.5|ITGA5|chr12|-	0.1	54789555	chr12:54789045-54790160	1	0.95	1	1	1	NA	0.97	1	1	1	1	1	0.97	1	0.96	1	1	0.99	NA	1	NA	0.99	NA	1
NM_000924.4|PDE1B|chr12|+	0.3	54971795	chr12:54971644-54973023	0.99	NA	1	NA	1	NA	1	NA	0.99	NA	0.99	0.99	0.99	NA	1	NA	1	1	NA	NA	1	NA	0.99	0.97
NM_021191.3|NEUROD4|chr12|+	23.5	55420366	chr12:55420215-55423801	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1
NM_001487.3|BLOC1S1|chr12|+	0.1	56113434	chr12:56113283-56113491	0.98	1	0.99	0.94	NA	NA	1	NA	NA	1	1	1	1	1	1	1	1	1	1	1	0.99	1	0.99	1
NR_037658.1|BLOC1S1-RDH5|chr12|+	0.1	56118328	chr12:56118106-56118526	1	1	1	1	1	1	1	1	1	0.93	1	0.98	1	0.99	0.92	0.98	1	1	1	1	1	0.99	1	1
NR_037655.2|BLOC1S1|chr12|+	0.1	56113434	chr12:56113283-56113487	0.98	1	0.99	0.94	NA	NA	1	NA	NA	1	1	1	1	1	0.99	1	1	1	1	1	0.99	1	0.99	0.99
NM_002905.5|RDH5|chr12|+	0.1	56118308	chr12:56118106-56118489	1	1	1	1	1	1	1	1	1	0.95	1	0.98	1	1	0.93	0.99	1	1	1	1	1	1	1	1
NM_001257401.2|CD63|chr12|-	5.6	56119258	chr12:56119107-56119410	0.05	NA	0.23	NA	NA	NA	NA	NA	NA	0.44	0.12	0.06	0.15	0.1	0.19	0.08	0.31	0.33	0.18	0.04	0.22	0.05	0.16	0.14
NM_033082.4|SARNP|chr12|-	0.1	56151166	chr12:56151054-56151337	0.8	0.62	0.81	0.73	0.68	NA	0.69	0.78	0.85	0.79	0.79	0.85	0.83	0.87	0.74	0.84	0.72	0.85	0.92	0.9	0.84	0.88	0.8	0.72
NM_032364.6|DNAJC14|chr12|-	0.6	56215784	chr12:56215663-56215971	0.97	0.98	0.96	1	0.97	1	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.99	0.99	0.97	1	0.99	0.99	0.96	0.99	1	0.97	1
